case_type,benchmark,method,level_pct,n_samples,geometry_fraction_median,geometry_fraction_iqr,geometry_fraction_std,geometry_fraction_control_median,geometry_fraction_paired_diff_median,narrow_gap_fraction_median,narrow_gap_fraction_iqr,narrow_gap_fraction_std,narrow_gap_fraction_control_median,narrow_gap_fraction_paired_diff_median,thin_line_fraction_median,thin_line_fraction_iqr,thin_line_fraction_std,thin_line_fraction_control_median,thin_line_fraction_paired_diff_median,boundary_proximity_mean_median,boundary_proximity_mean_iqr,boundary_proximity_mean_std,boundary_proximity_mean_control_median,boundary_proximity_mean_paired_diff_median,junction_recall_median,junction_recall_iqr,junction_recall_std,junction_recall_control_median,junction_recall_paired_diff_median,junction_density_per_kpx_median,junction_density_per_kpx_iqr,junction_density_per_kpx_std,junction_density_per_kpx_control_median,junction_density_per_kpx_paired_diff_median,corner_recall_median,corner_recall_iqr,corner_recall_std,corner_recall_control_median,corner_recall_paired_diff_median,corner_density_per_kpx_median,corner_density_per_kpx_iqr,corner_density_per_kpx_std,corner_density_per_kpx_control_median,corner_density_per_kpx_paired_diff_median,local_density_mean_median,local_density_mean_iqr,local_density_mean_std,local_density_mean_control_median,local_density_mean_paired_diff_median
FN,iccad5,occlusion,20,1,0.1661,0.0,0.0,0.1012,0.0649,0.3,0.0,0.0,0.1845,0.1155,0.0419,0.0,0.0,0.0258,0.0161,8.208,0.0,0.0,18.9176,-10.7096,1.0,0.0,0.0,0.2333,0.7667,2.093,0.0,0.0,0.4786,1.6144,0.2308,0.0,0.0,0.2045,0.0263,7.773,0.0,0.0,6.7514,1.0216,0.158,0.0,0.0,0.0992,0.0588
FN,iccad5,occlusion,30,1,0.1567,0.0,0.0,0.0934,0.0633,0.2866,0.0,0.0,0.1725,0.1141,0.0399,0.0,0.0,0.0242,0.0157,8.877,0.0,0.0,19.0491,-10.1721,1.0,0.0,0.0,0.1667,0.8333,1.395,0.0,0.0,0.2278,1.1672,0.3669,0.0,0.0,0.3012,0.0657,8.238,0.0,0.0,6.6275,1.6105,0.1508,0.0,0.0,0.0944,0.0564
FP,iccad1,gradcam,10,3,0.0678,0.0482,0.0413,0.2388,-0.1605,0.4071,0.0423,0.0382,0.164,0.2497,0.0522,0.0471,0.0414,0.0801,-0.0264,4.26,1.1065,0.9529,9.9266,-6.1245,0.0,0.0,0.0,0.0714,-0.0714,0.0,0.0,0.0,0.2929,-0.2929,0.0894,0.0273,0.0238,0.1007,0.0054,8.569,2.0925,1.7092,8.5286,0.5735,0.3694,0.0716,0.0664,0.2359,0.1442
FP,iccad1,gradcam,20,3,0.0899,0.0511,0.0458,0.23,-0.1376,0.34,0.0424,0.0365,0.165,0.1891,0.0625,0.0325,0.0283,0.0792,-0.0167,4.409,1.0975,0.9111,8.7446,-5.6373,0.0,0.0,0.0,0.2286,-0.2286,0.0,0.0,0.0,0.4688,-0.4688,0.2536,0.0381,0.0313,0.2028,0.0472,11.46,1.7435,1.5066,8.1608,2.4597,0.3506,0.0669,0.0591,0.2314,0.1199
FP,iccad1,gradcam,30,3,0.1429,0.0537,0.0484,0.2477,-0.0773,0.311,0.0257,0.021,0.1589,0.1549,0.1028,0.0351,0.0287,0.0803,0.028,5.052,1.084,0.9534,8.732,-5.516,0.0,0.25,0.2357,0.3016,0.0,0.0,0.3985,0.3757,0.4123,0.0,0.4075,0.0675,0.0552,0.3016,0.1045,12.755,1.794,1.6323,8.1683,3.5332,0.3202,0.0639,0.0581,0.2446,0.0992
FP,iccad1,gradcam_plus,10,3,0.0897,0.0484,0.0396,0.2388,-0.1491,0.1343,0.073,0.0645,0.164,0.0001,0.0482,0.0222,0.0187,0.0801,-0.0319,7.774,1.113,0.9279,9.9266,-1.4376,0.0,0.0,0.0,0.0714,-0.0714,0.0,0.0,0.0,0.2929,-0.2929,0.1418,0.0514,0.0428,0.1007,0.0679,11.758,3.288,2.8291,8.5286,5.7555,0.2526,0.0349,0.0292,0.2359,0.0274
FP,iccad1,gradcam_plus,20,3,0.1217,0.008,0.0066,0.23,-0.1183,0.1561,0.0532,0.0486,0.165,-0.0019,0.0646,0.0093,0.0082,0.0792,-0.0154,7.491,0.6295,0.572,8.7446,-1.1566,0.0,0.0,0.0,0.2286,-0.2286,0.0,0.0,0.0,0.4688,-0.4688,0.3077,0.0997,0.088,0.2028,0.1049,12.357,3.687,3.168,8.1608,4.3752,0.2385,0.0197,0.0181,0.2314,0.0071
FP,iccad1,gradcam_plus,30,3,0.1459,0.0337,0.0277,0.2477,-0.1137,0.1582,0.0425,0.0378,0.1589,-0.0084,0.08,0.0203,0.0171,0.0803,-0.0069,7.507,0.52,0.4653,8.732,-1.225,0.0,0.0,0.0,0.3016,-0.3016,0.0,0.0,0.0,0.4123,-0.4123,0.4442,0.1455,0.125,0.3016,0.1532,11.891,3.554,2.9789,8.1683,4.2564,0.2444,0.0198,0.0162,0.2446,-0.0169
FP,iccad1,layercam,10,3,0.4157,0.0195,0.0174,0.2388,0.1527,0.3101,0.0356,0.0292,0.164,0.1461,0.1586,0.0049,0.004,0.0801,0.0742,3.207,0.4425,0.3666,9.9266,-7.0306,0.0,0.3572,0.3367,0.0714,0.0,0.0,1.4945,1.409,0.2929,0.0,0.1414,0.0731,0.0619,0.1007,0.033,11.359,7.6725,6.674,8.5286,2.8304,0.4041,0.0443,0.0363,0.2359,0.1682
FP,iccad1,layercam,20,3,0.387,0.0101,0.0085,0.23,0.1425,0.2809,0.0312,0.0258,0.165,0.1159,0.1456,0.0084,0.007,0.0792,0.0567,3.768,0.3675,0.3115,8.7446,-5.0213,0.875,0.5,0.4449,0.2286,0.6167,2.093,1.0465,0.9866,0.4688,1.4875,0.3226,0.0979,0.081,0.2028,0.1198,12.955,5.3315,4.3608,8.1608,4.9732,0.3814,0.0356,0.0291,0.2314,0.1332
FP,iccad1,layercam,30,3,0.363,0.0112,0.0094,0.2477,0.1088,0.2554,0.0277,0.0232,0.1589,0.0873,0.1342,0.0101,0.0082,0.0803,0.0436,4.297,0.324,0.2703,8.732,-4.641,1.0,0.5,0.4714,0.3016,0.5875,1.395,0.797,0.7092,0.4123,0.9496,0.469,0.1098,0.0908,0.3016,0.178,12.556,4.2185,3.4631,8.1683,4.9214,0.359,0.0336,0.0275,0.2446,0.1079
FP,iccad1,occlusion,10,3,0.5482,0.0393,0.0354,0.2388,0.2715,0.2535,0.0379,0.0317,0.164,0.0881,0.1566,0.036,0.0295,0.0801,0.0765,3.703,1.404,1.1466,9.9266,-6.6815,0.0476,0.4375,0.4017,0.0714,0.0,0.199,2.0925,1.9276,0.2929,0.0,0.1202,0.0591,0.0549,0.1007,0.0463,9.964,6.5765,6.0643,8.5286,3.9615,0.4615,0.0458,0.0389,0.2359,0.2132
FP,iccad1,occlusion,20,3,0.4669,0.0543,0.0445,0.23,0.2319,0.2384,0.0281,0.0262,0.165,0.0697,0.1334,0.0309,0.0252,0.0792,0.0542,4.573,1.2455,1.0239,8.7446,-5.0193,0.0476,0.4375,0.4017,0.2286,0.0,0.1,1.0465,0.9639,0.4688,0.0,0.3119,0.0939,0.0883,0.2028,0.1055,12.556,4.883,4.1563,8.1608,4.5742,0.3896,0.0498,0.0411,0.2314,0.1589
FP,iccad1,occlusion,30,3,0.3783,0.0435,0.0368,0.2477,0.1556,0.2127,0.0134,0.0113,0.1589,0.0566,0.1168,0.0242,0.02,0.0803,0.042,6.059,0.939,0.8358,8.732,-4.318,0.875,0.5,0.4449,0.3016,0.4625,1.395,0.6975,0.6576,0.4123,0.7506,0.4782,0.0677,0.062,0.3016,0.1752,13.021,2.79,2.2918,8.1683,5.3864,0.3255,0.0386,0.0358,0.2446,0.1045
FP,iccad2,gradcam,10,3,0.4853,0.0163,0.0148,0.2842,0.2011,0.377,0.0696,0.0628,0.1613,0.2401,0.2228,0.0095,0.0082,0.0903,0.1325,1.761,0.029,0.0264,8.2144,-6.5074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1314,0.0382,0.0361,0.1095,0.0189,8.171,2.0925,1.9728,6.8553,1.3157,0.4916,0.0153,0.013,0.2865,0.2071
FP,iccad2,gradcam,20,3,0.4489,0.0301,0.0246,0.2876,0.1431,0.3172,0.0521,0.0465,0.1474,0.1698,0.1963,0.0082,0.0068,0.0921,0.1064,2.249,0.248,0.2041,8.1253,-5.6636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3109,0.0341,0.0296,0.2125,0.0984,9.666,0.3985,0.3254,6.4746,3.1914,0.4261,0.0235,0.0204,0.2862,0.1306
FP,iccad2,gradcam,30,3,0.4098,0.0189,0.0167,0.2882,0.1205,0.3156,0.0505,0.0448,0.1454,0.1702,0.1807,0.0108,0.0089,0.0922,0.0885,2.477,0.1715,0.1539,7.9211,-5.4441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4359,0.0146,0.013,0.2944,0.1173,9.035,1.063,0.9033,5.9808,2.7015,0.428,0.0154,0.0125,0.2912,0.1353
FP,iccad2,gradcam_plus,10,3,0.5391,0.0174,0.0163,0.2842,0.2549,0.3547,0.0537,0.0498,0.1613,0.2138,0.2712,0.0392,0.036,0.0903,0.1703,1.676,0.139,0.1152,8.2144,-6.4414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1891,0.092,0.0751,0.1095,0.0933,11.758,7.1745,5.8947,6.8553,5.9183,0.4212,0.0341,0.0299,0.2865,0.1347
FP,iccad2,gradcam_plus,20,3,0.4297,0.0619,0.0562,0.2876,0.1549,0.2785,0.0847,0.0791,0.1474,0.1342,0.1689,0.0486,0.0432,0.0921,0.0768,3.584,1.205,1.0523,8.1253,-4.1283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4167,0.049,0.0415,0.2125,0.2042,12.955,2.7905,2.4644,6.4746,6.4804,0.3484,0.0438,0.0412,0.2862,0.0663
FP,iccad2,gradcam_plus,30,3,0.3682,0.0321,0.0283,0.2882,0.08,0.2212,0.0921,0.0816,0.1454,0.0758,0.1495,0.0305,0.0249,0.0922,0.0573,5.242,1.8445,1.5121,7.9211,-2.1477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5989,0.109,0.0891,0.2944,0.2644,14.482,2.2585,2.1293,5.9808,6.5545,0.2978,0.0409,0.0342,0.2912,0.0066
FP,iccad2,layercam,10,3,0.5118,0.0009,0.0008,0.2842,0.2286,0.3456,0.0696,0.0618,0.1613,0.1909,0.2312,0.0045,0.0037,0.0903,0.1421,1.742,0.091,0.0745,8.2144,-6.5514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0545,0.0277,0.0232,0.1095,-0.058,3.388,2.0925,1.7143,6.8553,-3.4673,0.4744,0.0091,0.0081,0.2865,0.1718
FP,iccad2,layercam,20,3,0.4421,0.0047,0.0038,0.2876,0.1493,0.3072,0.0622,0.0558,0.1474,0.1598,0.2,0.0033,0.0028,0.0921,0.1079,2.363,0.11,0.1004,8.1253,-5.5573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2019,0.0472,0.0387,0.2125,-0.0106,6.278,2.0925,1.7188,6.4746,-0.1966,0.4108,0.0027,0.0023,0.2862,0.1246
FP,iccad2,layercam,30,3,0.3892,0.0067,0.0056,0.2882,0.1049,0.2726,0.0477,0.0421,0.1454,0.1272,0.1715,0.0047,0.0044,0.0922,0.0795,3.437,0.179,0.1681,7.9211,-4.4841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615,0.077,0.0704,0.2944,0.127,9.765,2.292,1.9185,5.9808,3.2335,0.3783,0.0058,0.0054,0.2912,0.0874
FP,iccad2,occlusion,10,3,0.5448,0.0029,0.0024,0.2842,0.2588,0.3697,0.0444,0.0411,0.1613,0.2328,0.2491,0.0009,0.0007,0.0903,0.1588,1.559,0.0025,0.0021,8.2144,-6.6524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416,0.0393,0.1095,-0.1095,0.0,2.5905,2.4423,6.8553,-6.8553,0.4735,0.0044,0.0036,0.2865,0.1817
FP,iccad2,occlusion,20,3,0.5136,0.003,0.0025,0.2876,0.2229,0.272,0.0449,0.0421,0.1474,0.1311,0.1918,0.0051,0.0047,0.0921,0.1019,3.149,0.1535,0.1274,8.1253,-4.9763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0897,0.0801,0.0656,0.2125,-0.1228,2.79,2.4915,2.0392,6.4746,-3.6846,0.4469,0.0064,0.0053,0.2862,0.1565
FP,iccad2,occlusion,30,3,0.4973,0.0111,0.0099,0.2882,0.2217,0.2243,0.0438,0.041,0.1454,0.0793,0.1639,0.007,0.0057,0.0922,0.0717,4.04,0.2465,0.2238,7.9211,-3.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2051,0.1105,0.0919,0.2944,-0.0879,4.252,2.1925,1.8174,5.9808,-1.7007,0.439,0.0092,0.0082,0.2912,0.1625
FP,iccad3,gradcam,10,3,0.5634,0.0219,0.0191,0.2918,0.264,0.2045,0.0087,0.0072,0.1481,0.0564,0.1094,0.0021,0.0019,0.0731,0.0401,1.847,0.0895,0.0734,4.8198,-2.9728,0.0,0.25,0.2357,0.0,0.0,0.0,2.3915,2.2547,0.0,0.0,0.2531,0.1599,0.1375,0.1105,0.1539,36.07,23.615,20.1286,14.0235,22.2224,0.4449,0.0375,0.0347,0.2937,0.1637
FP,iccad3,gradcam,20,3,0.4799,0.0197,0.0176,0.3239,0.1522,0.2225,0.0066,0.0061,0.1591,0.0627,0.1109,0.0028,0.0023,0.0786,0.0353,1.846,0.15,0.1226,4.6121,-2.9291,0.0,0.25,0.2357,0.0,0.0,0.0,1.196,1.1276,0.0,0.0,0.4294,0.2019,0.1781,0.1896,0.2398,30.593,15.2965,13.3191,13.2357,17.3573,0.4349,0.0339,0.0317,0.3213,0.1404
FP,iccad3,gradcam,30,3,0.4084,0.043,0.0387,0.309,0.1254,0.2257,0.0076,0.0063,0.1561,0.0642,0.1056,0.0055,0.0045,0.076,0.0324,2.036,0.22,0.1906,4.8899,-3.1512,0.0,0.5,0.4714,0.0,0.0,0.0,1.5945,1.5033,0.0,0.0,0.6667,0.2818,0.2542,0.3198,0.3469,32.817,13.718,12.6319,14.2426,17.3895,0.4168,0.036,0.0335,0.311,0.1318
FP,iccad3,gradcam_plus,10,3,0.5512,0.0354,0.0299,0.2918,0.2593,0.1947,0.0501,0.041,0.1481,0.0466,0.0889,0.0255,0.021,0.0731,0.0158,1.898,1.184,1.0725,4.8198,-2.9218,0.0,0.1459,0.1375,0.0,0.0,0.0,1.395,1.3152,0.0,0.0,0.0476,0.0303,0.0255,0.1105,-0.0516,6.776,3.886,3.3518,14.0235,-7.0716,0.4797,0.0069,0.0058,0.2937,0.186
FP,iccad3,gradcam_plus,20,3,0.4721,0.0204,0.0167,0.3239,0.1277,0.1856,0.0184,0.0158,0.1591,0.0265,0.0939,0.0073,0.0064,0.0786,0.0153,2.898,0.946,0.7758,4.6121,-1.6044,0.0,0.25,0.2357,0.0,0.0,0.0,1.196,1.1276,0.0,0.0,0.1455,0.0706,0.0586,0.1896,-0.0441,10.364,4.335,3.6809,13.2357,-2.8717,0.4361,0.022,0.0188,0.3213,0.1045
FP,iccad3,gradcam_plus,30,3,0.4119,0.0411,0.0364,0.309,0.0918,0.2112,0.0261,0.022,0.1561,0.059,0.0972,0.0088,0.0072,0.076,0.0187,3.469,0.903,0.7812,4.8899,-1.3632,0.0,0.25,0.2357,0.0,0.0,0.0,0.797,0.7514,0.0,0.0,0.38,0.1416,0.1259,0.3198,0.0434,16.409,6.61,5.6153,14.2426,2.1664,0.3999,0.022,0.018,0.311,0.0704
FP,iccad3,layercam,10,3,0.5151,0.0277,0.023,0.2918,0.2059,0.221,0.0129,0.0105,0.1481,0.0677,0.1126,0.0055,0.0045,0.0731,0.0404,1.727,0.2025,0.1741,4.8198,-3.0928,0.0,0.2396,0.2259,0.0,0.0,0.0,2.2915,2.1604,0.0,0.0,0.0508,0.0718,0.0621,0.1105,-0.0597,6.576,10.1635,8.9262,14.0235,-7.4475,0.4848,0.0276,0.0239,0.2937,0.1593
FP,iccad3,layercam,20,3,0.4941,0.0177,0.0153,0.3239,0.1732,0.2158,0.0081,0.0069,0.1591,0.0562,0.1083,0.0034,0.003,0.0786,0.0307,1.861,0.1665,0.1514,4.6121,-2.7761,0.0,0.2604,0.2455,0.0,0.0,0.0,1.2455,1.1743,0.0,0.0,0.1569,0.0679,0.0573,0.1896,-0.0307,10.164,4.6835,4.1443,13.2357,-1.7436,0.4508,0.0317,0.0259,0.3213,0.1287
FP,iccad3,layercam,30,3,0.4834,0.0167,0.0151,0.309,0.1699,0.2152,0.0086,0.0081,0.1561,0.0553,0.1054,0.0029,0.0024,0.076,0.0324,2.047,0.143,0.1234,4.8899,-2.9009,0.0,0.3021,0.2848,0.0,0.0,0.0,0.9635,0.9084,0.0,0.0,0.32,0.0541,0.0451,0.3198,-0.0166,14.017,2.4245,2.2404,14.2426,-0.4246,0.4283,0.0314,0.0256,0.311,0.1173
FP,iccad3,occlusion,10,3,0.4839,0.0367,0.0336,0.2918,0.2065,0.2499,0.0145,0.0132,0.1481,0.0844,0.1244,0.0067,0.0063,0.0731,0.0452,1.584,0.282,0.2624,4.8198,-3.2508,0.0,0.25,0.2357,0.0,0.0,0.0,2.3915,2.2547,0.0,0.0,0.0013,0.0881,0.0828,0.1105,-0.1105,0.199,12.555,11.7903,14.0235,-14.0235,0.4965,0.0329,0.0299,0.2937,0.1568
FP,iccad3,occlusion,20,3,0.4358,0.0325,0.0273,0.3239,0.0971,0.2132,0.0212,0.0174,0.1591,0.0541,0.1063,0.0074,0.0065,0.0786,0.0256,2.504,0.4505,0.3786,4.6121,-2.3568,0.0,0.25,0.2357,0.0,0.0,0.0,1.196,1.1276,0.0,0.0,0.1538,0.1062,0.0992,0.1896,-0.0338,11.061,7.9225,7.2249,13.2357,-1.9426,0.4306,0.0439,0.0363,0.3213,0.1093
FP,iccad3,occlusion,30,3,0.3998,0.0088,0.0078,0.309,0.0932,0.1927,0.0188,0.0154,0.1561,0.0366,0.0976,0.0032,0.0029,0.076,0.0221,3.147,0.1905,0.1562,4.8899,-1.9072,0.0,0.5,0.4714,0.0,0.0,0.0,1.5945,1.5033,0.0,0.0,0.3333,0.1124,0.0942,0.3198,0.0135,16.409,5.9125,4.8503,14.2426,0.9815,0.3759,0.0339,0.0287,0.311,0.0725
FP,iccad4,gradcam,10,3,0.3579,0.0327,0.0268,0.2144,0.1435,0.3938,0.0147,0.0135,0.1681,0.2387,0.1058,0.0108,0.0097,0.0528,0.0506,1.864,0.0625,0.051,15.5898,-13.7258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3662,0.0849,0.0697,0.0928,0.2513,35.074,4.8825,4.3489,11.5495,30.2185,0.4297,0.0095,0.0087,0.2147,0.1973
FP,iccad4,gradcam,20,3,0.3833,0.0325,0.0277,0.2186,0.1535,0.3753,0.0259,0.0235,0.1691,0.2073,0.1118,0.0043,0.0035,0.053,0.0592,2.087,0.155,0.1296,13.5141,-11.2131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6254,0.1066,0.0883,0.2082,0.4172,30.892,4.584,3.8372,12.1614,20.117,0.4097,0.0186,0.0153,0.2179,0.1972
FP,iccad4,gradcam,30,3,0.4055,0.0158,0.0129,0.2085,0.1862,0.3429,0.0237,0.0194,0.1614,0.1859,0.1042,0.0054,0.0045,0.0507,0.0518,2.262,0.3045,0.2528,13.6498,-10.9858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7977,0.1004,0.0827,0.3205,0.4721,28.566,4.119,3.3958,12.6758,16.0498,0.399,0.027,0.0221,0.2096,0.1961
FP,iccad4,gradcam_plus,10,3,0.0383,0.092,0.0867,0.2144,-0.1761,0.1176,0.0566,0.0534,0.1681,-0.0505,0.0383,0.0213,0.0201,0.0528,-0.0145,11.866,3.4415,3.1746,15.5898,-6.7595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447,0.0571,0.0508,0.0928,-0.0165,3.587,7.3735,6.9518,11.5495,-1.2307,0.1163,0.0855,0.0805,0.2147,-0.0984
FP,iccad4,gradcam_plus,20,3,0.2456,0.0455,0.0429,0.2186,0.032,0.1434,0.05,0.0471,0.1691,-0.0201,0.0769,0.01,0.0094,0.053,0.0243,8.902,2.372,2.2009,13.5141,-9.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1985,0.1042,0.0871,0.2082,-0.0044,7.972,6.876,6.4828,12.1614,-0.013,0.2221,0.0496,0.0459,0.2179,0.0058
FP,iccad4,gradcam_plus,30,3,0.2227,0.0232,0.0206,0.2085,0.0278,0.1702,0.0245,0.0213,0.1614,0.0132,0.0542,0.0071,0.0064,0.0507,0.0057,11.288,3.831,3.2315,13.6498,-1.9072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2581,0.0917,0.0777,0.3205,-0.024,8.37,4.8825,4.3005,12.6758,-0.4912,0.2153,0.027,0.0249,0.2096,0.0136
FP,iccad4,layercam,10,3,0.3464,0.0244,0.02,0.2144,0.132,0.3364,0.0075,0.0065,0.1681,0.1628,0.0877,0.0058,0.0048,0.0528,0.0349,2.47,0.1075,0.0901,15.5898,-13.2708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2425,0.0358,0.0329,0.0928,0.1458,28.896,2.6905,2.2801,11.5495,18.7415,0.3961,0.0064,0.0058,0.2147,0.1803
FP,iccad4,layercam,20,3,0.3173,0.0118,0.0111,0.2186,0.1037,0.3086,0.0052,0.0048,0.1691,0.1367,0.0806,0.0032,0.0027,0.053,0.028,2.894,0.0675,0.0557,13.5141,-10.6201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5055,0.0499,0.0428,0.2082,0.2751,28.799,4.335,3.5737,12.1614,16.6376,0.3613,0.0086,0.008,0.2179,0.1486
FP,iccad4,layercam,30,3,0.3116,0.0062,0.0054,0.2085,0.1051,0.296,0.0171,0.0144,0.1614,0.1331,0.0763,0.0014,0.0011,0.0507,0.0248,3.4,0.1675,0.1379,13.6498,-10.1198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7341,0.1013,0.0829,0.3205,0.4085,27.237,3.2555,2.7309,12.6758,15.2528,0.3423,0.0142,0.0125,0.2096,0.1353
FP,iccad4,occlusion,10,3,0.3296,0.0443,0.0379,0.2144,0.0949,0.2668,0.0242,0.0198,0.1681,0.0906,0.0897,0.0101,0.0084,0.0528,0.0321,4.025,0.5815,0.5122,15.5898,-12.5538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0.0382,0.0337,0.0928,0.2039,34.077,4.2845,3.5137,11.5495,24.2773,0.3236,0.0288,0.0247,0.2147,0.1089
FP,iccad4,occlusion,20,3,0.3492,0.0275,0.0252,0.2186,0.1306,0.2596,0.0175,0.0148,0.1691,0.0961,0.0863,0.0059,0.0054,0.053,0.0333,3.979,0.4175,0.3725,13.5141,-9.6341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5306,0.0276,0.0244,0.2082,0.2993,28.799,6.029,4.9522,12.1614,16.6376,0.3207,0.0207,0.017,0.2179,0.1028
FP,iccad4,occlusion,30,3,0.3121,0.0134,0.0111,0.2085,0.1036,0.247,0.0063,0.0052,0.1614,0.0856,0.0763,0.0025,0.0021,0.0507,0.0256,4.673,0.1475,0.1326,13.6498,-8.9768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.606,0.0761,0.0623,0.3205,0.2855,21.458,3.554,2.917,12.6758,11.1348,0.3088,0.0148,0.0124,0.2096,0.0905
FP,iccad5,gradcam,10,3,0.3948,0.1603,0.1334,0.2025,0.0954,0.2154,0.0725,0.0606,0.1634,0.052,0.0849,0.0207,0.0174,0.0533,0.02,4.853,1.518,1.386,6.9143,-1.8593,0.0,0.4792,0.4517,0.0671,0.0,0.0,6.875,6.4818,0.8204,0.0,0.0385,0.1838,0.1678,0.0984,-0.0646,3.587,24.8105,22.9806,11.8294,-5.8335,0.3554,0.0573,0.0475,0.2042,0.0954
FP,iccad5,gradcam,20,3,0.3757,0.1741,0.1461,0.2136,0.059,0.2055,0.0593,0.0494,0.1733,0.0293,0.0831,0.0195,0.0161,0.0569,0.0124,5.055,1.528,1.4064,6.4533,-1.2473,0.4286,0.5,0.4096,0.1903,0.2286,0.897,3.5875,3.192,0.4102,0.4868,0.0662,0.2149,0.2015,0.1877,-0.1215,3.886,14.9975,13.9557,11.8946,-5.4918,0.3323,0.0539,0.0442,0.212,0.0586
FP,iccad5,gradcam,30,3,0.3622,0.1453,0.1205,0.2199,0.0514,0.2119,0.0725,0.0613,0.1761,0.0358,0.0843,0.0173,0.0141,0.0572,0.0121,5.184,1.4685,1.3782,6.4387,-1.2277,0.4286,0.5,0.4096,0.2667,0.1619,0.598,2.3915,2.1278,0.3645,0.2335,0.5,0.0795,0.0663,0.2976,0.2071,19.0,5.8795,4.9348,12.372,6.628,0.3238,0.0495,0.0417,0.2187,0.0422
FP,iccad5,gradcam_plus,10,3,0.2892,0.073,0.0616,0.2025,0.0867,0.2049,0.0223,0.019,0.1634,0.0345,0.0733,0.0169,0.014,0.0533,0.0166,5.055,1.897,1.7428,6.9143,-1.3132,0.0,0.1597,0.1506,0.0671,0.0,0.0,2.2915,2.1604,0.8204,0.0,0.0385,0.024,0.0196,0.0984,-0.0646,3.587,3.288,2.7756,11.8294,-5.8335,0.2805,0.0812,0.0681,0.2042,0.0763
FP,iccad5,gradcam_plus,20,3,0.2726,0.0623,0.0544,0.2136,0.059,0.2055,0.0201,0.0185,0.1733,0.0293,0.0693,0.0159,0.013,0.0569,0.0099,5.206,1.7735,1.6376,6.4533,-1.2473,0.3194,0.2143,0.1819,0.1903,0.1291,0.897,1.146,0.943,0.4102,0.4868,0.0636,0.0025,0.002,0.1877,-0.1215,3.886,0.598,0.4972,11.8946,-7.6096,0.2706,0.0701,0.0599,0.212,0.0583
FP,iccad5,gradcam_plus,30,3,0.2614,0.06,0.0527,0.2199,0.0513,0.2119,0.0194,0.0182,0.1761,0.0281,0.0689,0.018,0.0147,0.0572,0.0117,5.211,1.6945,1.5913,6.4387,-1.1157,0.3194,0.2143,0.1819,0.2667,0.0,0.598,0.764,0.6287,0.3645,0.0242,0.449,0.1576,0.1381,0.2976,0.1507,15.545,5.348,4.4569,12.372,6.6213,0.2526,0.0628,0.054,0.2187,0.0374
FP,iccad5,layercam,10,3,0.2892,0.0955,0.0782,0.2025,0.0867,0.2154,0.0835,0.0706,0.1634,0.052,0.0733,0.0161,0.0133,0.0533,0.0166,4.853,0.4195,0.3575,6.9143,-1.8593,0.0,0.0278,0.0262,0.0671,-0.0115,0.0,0.3985,0.3757,0.8204,-0.147,0.0385,0.0647,0.0561,0.0984,-0.0646,3.587,8.768,7.878,11.8294,-5.8335,0.3362,0.0573,0.0468,0.2042,0.0954
